#Source SSTISAGE1C J052158.73-664728.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	2.2079	0.046794	14.792	0.023
0.4747 	5.9752	0.15967	14.599	0.029
0.547 	10.356	0.23952	13.906	0.0251
0.802 	15.459	1.225	13.079	0.086
1.21 	13.802	0.46243	12.655	0.037
1.59 	12.131	0.56731	12.316	0.052
2.15 	8.9042	0.32997	12.186	0.041
3.6 	 3.78	0.1787	12.165	0.051
4.5 	2.435	0.1672	12.169	0.075
5.8 	1.714	0.07754	12.081	0.049
8 	1.158	0.07665	11.841	0.072
24 	2.192	0.2165	8.786	0.2152
70 	-999.9	-999.9	-999.9	-999.9
