#Source SSTISAGE1C J050632.11-714229.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	2.1897	0.075907	14.801	0.037
0.4747 	5.3598	0.14509	14.717	0.029
0.547 	7.2178	0.15521	14.298	0.0231
0.802 	8.1055	0.31969	13.78	0.042
1.21 	6.5335	0.1722	13.467	0.029
1.59 	4.9147	0.16029	13.297	0.036
2.15 	3.4962	0.12646	13.201	 0.04
3.6 	1.783	0.05151	12.98	0.031
4.5 	 1.32	0.07641	12.834	0.063
5.8 	3.127	0.09798	11.428	0.034
8 	13.97	0.3775	9.138	0.029
24 	64.97	0.5648	5.107	0.01888
70 	-999.9	-999.9	-999.9	-999.9
