#Source SSTISAGE1C J052503.27-692617.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	1.0725	0.093467	14.484	0.099
3.6 	16.14	0.4399	10.588	 0.03
4.5 	39.79	1.376	9.136	0.038
5.8 	71.82	1.967	8.025	 0.03
8 	91.43	1.801	7.098	0.021
24 	35.99	0.4992	5.748	0.03012
70 	-999.9	-999.9	-999.9	-999.9
