#Source SSTISAGE1C J051453.12-691723.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.028391	0.0041163	19.519	0.147
0.4747 	0.32836	0.012323	17.749	 0.04
0.547 	1.4696	0.056698	16.026	0.0411
0.802 	3.8298	0.1584	14.594	0.044
1.21 	6.4557	0.16436	13.48	0.028
1.59 	8.4314	0.22978	12.711	 0.03
2.15 	6.5826	0.19118	12.514	0.032
3.6 	3.893	0.1821	12.132	0.051
4.5 	3.507	0.1958	11.773	0.061
5.8 	4.889	0.1526	10.943	0.034
8 	10.46	0.2842	9.452	0.029
24 	25.22	0.319	6.135	0.02747
70 	-999.9	-999.9	-999.9	-999.9
