#Source SSTISAGE1C J051907.06-680302.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.014282	0.0057437	20.265	0.367
0.4747 	0.10345	0.0030945	19.003	0.032
0.547 	0.5954	0.071481	17.007	0.1231
0.802 	6.7855	0.47191	13.973	0.073
1.21 	13.777	0.35074	12.657	0.028
1.59 	14.504	0.39529	12.122	 0.03
2.15 	11.989	0.316	11.863	0.029
3.6 	7.591	0.3849	11.407	0.055
4.5 	 5.62	0.3557	11.261	0.069
5.8 	4.265	0.188	11.091	0.048
8 	3.643	0.1633	10.597	0.049
24 	4.398	0.09574	8.092	0.05001
70 	-999.9	-999.9	-999.9	-999.9
