#Source SSTISAGE1C J053711.92-692505.9
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	4.4339	0.1537	14.035	0.037
0.4747 	4.9108	0.14223	14.812	0.031
0.547 	4.5207	0.12708	14.806	0.0301
0.802 	2.5514	0.10307	15.035	0.043
1.21 	1.3638	0.10386	15.168	0.086
1.59 	0.83234	0.088463	15.225	0.122
2.15 	0.70859	0.091434	14.934	 0.15
3.6 	0.2365	0.01778	15.174	0.082
4.5 	0.1785	0.02048	15.006	0.125
5.8 	-999.9	-999.9	99.999	99.999
8 	0.4268	0.02576	12.925	0.066
24 	   10	0.1157	7.138	0.02512
70 	-999.9	-999.9	-999.9	-999.9
