#Source SSTISAGE1C J051151.64-690133.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	14.047	 0.13	12.783	 0.01
0.4747 	23.033	0.21312	13.134	 0.01
0.547 	21.243	0.19853	13.126	0.0101
0.802 	15.445	1.3967	13.08	0.094
1.21 	11.459	0.25052	12.857	0.024
1.59 	7.3232	0.1601	12.864	0.024
2.15 	5.1333	0.15826	12.784	0.034
3.6 	2.235	0.1115	12.735	0.054
4.5 	1.477	0.08645	12.712	0.064
5.8 	0.9374	0.05815	12.736	0.067
8 	0.6162	0.03783	12.526	0.067
24 	6.019	0.2679	8.039	0.1334
70 	-999.9	-999.9	-999.9	-999.9
