#Source SSTISAGE1C J050715.59-682437.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	11.21	0.49577	13.028	0.048
0.4747 	10.451	0.21186	13.992	0.022
0.547 	8.5587	0.22161	14.113	0.0281
0.802 	4.4749	0.16494	14.425	 0.04
1.21 	2.1734	0.070883	14.662	0.036
1.59 	1.3071	0.077088	14.735	0.066
2.15 	0.82793	0.092751	14.765	0.129
3.6 	0.3706	0.02435	14.686	0.071
4.5 	0.2713	0.01933	14.552	0.077
5.8 	0.3242	0.038	13.889	0.127
8 	0.556	0.02599	12.638	0.051
24 	4.757	0.2352	7.945	0.1075
70 	-999.9	-999.9	-999.9	-999.9
