#Source SSTISAGE1C J053956.98-685533.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	5.1807	0.11457	13.866	0.024
0.4747 	5.7115	0.073681	14.648	0.014
0.547 	5.1476	0.095341	14.665	0.0201
0.802 	4.7685	0.12303	14.356	0.028
1.21 	3.3818	0.10124	14.182	0.033
1.59 	2.5486	0.083119	14.01	0.036
2.15 	2.1183	0.089744	13.745	0.047
3.6 	1.454	0.0471	13.202	0.035
4.5 	1.131	0.05997	13.001	0.058
5.8 	0.9182	0.05615	12.758	0.066
8 	0.696	0.06295	12.394	0.098
24 	1.596	0.05629	9.131	0.0766
70 	-999.9	-999.9	-999.9	-999.9
