#Source SSTISAGE1C J050344.66-693811.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	20.852	0.54958	12.207	0.029
1.59 	42.727	1.1644	10.949	 0.03
2.15 	55.055	1.3027	10.208	0.026
3.6 	53.27	2.414	9.292	0.049
4.5 	33.63	1.355	9.318	0.044
5.8 	24.85	0.7638	9.177	0.033
8 	22.96	0.4333	8.598	 0.02
24 	3.567	0.08914	8.258	0.027135
70 	-999.9	-999.9	-999.9	-999.9
