#Source SSTISAGE1C J053539.75-673705.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	6.4326	0.18021	13.631	 0.03
0.4747 	6.3438	0.12389	14.534	0.021
0.547 	5.253	0.10802	14.643	0.0221
0.802 	3.031	0.076319	14.848	0.027
1.21 	2.3809	0.096663	14.563	0.045
1.59 	1.523	0.091142	14.569	0.067
2.15 	1.1749	0.1014	14.385	0.098
3.6 	0.5482	0.04022	14.261	 0.08
4.5 	0.3665	0.04375	14.225	 0.13
5.8 	0.3218	0.04046	13.897	0.136
8 	1.362	0.09252	11.665	0.074
24 	44.01	0.7077	5.545	0.0354
70 	-999.9	-999.9	-999.9	-999.9
