#Source SSTISAGE1C J050334.45-654827.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	0.22696	0.039568	17.115	0.208
1.59 	1.5962	0.066216	14.518	0.046
2.15 	7.6488	0.20845	12.351	 0.03
3.6 	39.75	1.539	 9.61	0.042
4.5 	68.71	2.589	8.543	0.041
5.8 	115.8	2.559	7.507	0.024
8 	149.2	1.769	6.566	0.013
24 	78.79	0.5708	4.898	0.01573
70 	-999.9	-999.9	-999.9	-999.9
