#Source SSTISAGE1C J053245.18-673428.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	9.7991	2.2302	13.174	0.247
0.4747 	8.4091	0.13173	14.228	0.017
0.547 	7.6773	0.12097	14.231	0.0171
0.802 	6.0867	0.39821	14.091	0.071
1.21 	3.9115	0.10309	14.024	0.029
1.59 	2.7816	0.098144	13.915	0.039
2.15 	2.1717	0.097742	13.718	 0.05
3.6 	0.7315	0.02423	13.948	0.036
4.5 	0.5264	0.02427	13.832	 0.05
5.8 	0.3907	0.0251	13.686	 0.07
8 	0.4151	0.02615	12.955	0.068
24 	 1.06	0.1325	9.575	0.2728
70 	-999.9	-999.9	-999.9	-999.9
