#Source SSTISAGE1C J052845.50-700443.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	2.3856	0.10947	13.616	0.051
3.6 	37.86	1.414	9.663	0.041
4.5 	75.64	3.997	8.438	0.057
5.8 	118.6	2.415	 7.48	0.022
8 	150.1	2.047	 6.56	0.015
24 	79.35	0.8798	4.906	0.02443
70 	-999.9	-999.9	-999.9	-999.9
