#Source SSTISAGE1C J054046.73-693211.4
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	3.688	0.10682	14.235	0.031
0.4747 	3.7735	0.11287	15.098	0.032
0.547 	3.7706	0.16717	15.003	0.0471
0.802 	2.7465	0.10045	14.955	0.039
1.21 	-999.9	-999.9	99.999	99.999
1.59 	1.2357	0.12929	14.796	 0.12
2.15 	0.73383	0.097041	14.896	0.154
3.6 	0.3776	0.03427	14.666	0.099
4.5 	0.2514	0.02233	14.634	0.096
5.8 	-999.9	-999.9	99.999	99.999
8 	-999.9	-999.9	99.999	99.999
24 	19.66	0.221	6.405	0.0244
70 	-999.9	-999.9	-999.9	-999.9
