#Source SSTISAGE1C J054442.96-695052.9
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	4.2696	0.2426	14.076	 0.06
0.4747 	4.0434	1.5227	15.023	0.347
0.547 	4.3733	0.10228	14.842	0.0251
0.802 	3.8867	0.32814	14.578	0.088
1.21 	2.831	0.077153	14.375	 0.03
1.59 	1.928	0.079977	14.313	0.046
2.15 	1.6413	0.10106	14.022	0.069
3.6 	0.9454	0.042	13.669	0.048
4.5 	0.696	0.04442	13.529	0.069
5.8 	0.4777	0.05283	13.468	 0.12
8 	0.3851	0.02944	13.037	0.083
24 	2.391	0.07126	8.692	0.06475
70 	-999.9	-999.9	-999.9	-999.9
