#Source SSTISAGE1C J051828.12-680404.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	0.29481	0.051174	16.831	0.207
1.59 	0.65268	0.083696	15.489	0.149
2.15 	0.86059	0.089338	14.723	0.119
3.6 	8.271	0.1959	11.314	0.026
4.5 	8.441	0.2692	10.819	0.035
5.8 	50.61	0.8974	8.405	0.019
8 	166.9	2.998	6.444	0.019
24 	338.2	1.924	3.316	0.01235
70 	185.8	4.526	1.555	0.05291
