#Source SSTISAGE1C J053955.21-705328.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.095488	0.013543	19.09	0.144
0.547 	0.51524	0.018401	17.164	0.0381
0.802 	7.4952	 0.21	13.865	 0.03
1.21 	22.738	0.53803	12.113	0.026
1.59 	35.278	0.73945	11.157	0.023
2.15 	31.361	0.65737	10.819	0.023
3.6 	16.77	0.6145	10.547	 0.04
4.5 	10.26	0.4049	10.607	0.043
5.8 	7.885	0.2328	10.424	0.032
8 	5.149	0.1562	10.221	0.033
24 	12.29	0.215	6.915	0.038
70 	-999.9	-999.9	-999.9	-999.9
