#Source SSTISAGE1C J050639.15-682209.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	23.485	1.255	12.225	0.058
0.4747 	27.362	3.7565	12.947	0.149
0.547 	24.345	3.4567	12.978	0.1541
0.802 	15.545	1.0742	13.073	0.075
1.21 	9.2373	0.19362	13.091	0.023
1.59 	6.2445	0.15898	13.037	0.028
2.15 	3.7256	0.12482	13.132	0.037
3.6 	1.785	0.06541	12.979	 0.04
4.5 	1.094	0.05498	13.038	0.055
5.8 	0.8156	0.05063	12.887	0.067
8 	0.6818	0.04038	12.416	0.064
24 	9.283	0.4101	 7.22	0.09599
70 	-999.9	-999.9	-999.9	-999.9
