TIME	ID/URL	IP_of_submitter
2010-02-15T10:17:43-07:00	1002.2475	128.138.116.15
2010-02-15T13:14:42-07:00	1002.2475	128.138.116.15
2010-02-15T13:23:31-07:00	http://arxiv.org/abs/1002.2349	128.138.116.11
2010-02-17T19:44:51-07:00	1002.2946	128.138.116.15
2010-02-17T19:45:17-07:00	1002.2946	128.138.116.15
2010-02-17T19:54:10-07:00	1002.2475	128.138.116.15
2010-02-17T20:03:49-07:00	1002.2475	128.138.116.15
2010-02-17T20:05:10-07:00	1002.2946	128.138.116.15
2010-02-17T20:05:26-07:00	1002.2946	128.138.116.15
