9.9278E+1	2.0712E-2
1.0060E+2	3.3784E-2
1.0193E+2	2.6454E-2
1.0325E+2	7.5264E-2
1.0457E+2	5.1377E-2
1.0590E+2	-2.4627E-2
1.0722E+2	4.4268E-2
1.0854E+2	5.8234E-2
1.0987E+2	1.4251E-3
1.1119E+2	-4.1893E-3
1.1251E+2	1.6345E-2
1.1384E+2	3.7535E-2
1.1516E+2	3.5346E-2
1.1649E+2	5.0060E-3
1.1781E+2	9.6176E-3
1.1913E+2	3.9327E-2
1.2046E+2	1.3898E-2
1.2178E+2	4.6054E-2
1.2310E+2	4.7673E-2
1.2443E+2	1.7943E-2
1.2575E+2	3.5942E-2
1.2708E+2	-1.7949E-2
1.2840E+2	2.2206E-2
1.2972E+2	5.6598E-2
1.3105E+2	6.4469E-4
1.3237E+2	-3.0512E-3
1.3369E+2	1.9077E-2
1.3502E+2	1.0428E-2
1.3634E+2	2.3908E-2
1.3767E+2	2.2867E-2
1.3899E+2	-6.0309E-4
1.4031E+2	2.3210E-2
1.4164E+2	1.8003E-2
1.4296E+2	6.9609E-3
1.4428E+2	-9.7992E-4
1.4561E+2	6.7033E-3
1.4693E+2	3.1066E-3
1.4826E+2	6.1731E-3
1.4958E+2	3.8152E-2
1.5090E+2	3.8702E-2
1.5223E+2	1.7307E-2
1.5355E+2	5.2176E-3
1.5487E+2	3.0621E-2
1.5620E+2	4.3424E-2
1.5752E+2	1.2911E-2
1.5884E+2	4.4242E-3
1.6017E+2	1.4340E-2
1.6149E+2	-4.4539E-3
1.6282E+2	6.3819E-3
1.6414E+2	2.4176E-2
1.6546E+2	7.5266E-3
1.6679E+2	8.6044E-3
1.6811E+2	2.8863E-2
1.6943E+2	3.5058E-2
1.7076E+2	2.4068E-2
1.7208E+2	9.2615E-3
1.7341E+2	2.6306E-3
1.7473E+2	-7.9312E-3
1.7605E+2	3.9597E-3
1.7738E+2	2.1117E-2
1.7870E+2	1.1806E-2
1.8002E+2	-2.0364E-3
1.8135E+2	-3.0785E-4
1.8267E+2	9.6969E-3
1.8400E+2	3.2889E-2
1.8532E+2	5.1346E-2
1.8664E+2	3.1626E-2
1.8797E+2	3.0167E-2
1.8929E+2	5.4937E-2
1.9061E+2	4.6863E-2
1.9194E+2	9.7314E-2
1.9326E+2	1.3387E-1
1.9458E+2	1.3802E-1
1.9591E+2	1.6747E-1
1.9723E+2	2.0877E-1
1.9856E+2	3.5688E-1
1.9988E+2	4.2008E-1
2.0120E+2	5.0653E-1
2.0253E+2	6.5879E-1
2.0385E+2	5.8915E-1
2.0517E+2	7.3674E-1
2.0650E+2	9.2383E-1
2.0782E+2	6.0886E-1
2.0915E+2	4.6689E-1
2.1047E+2	6.8417E-1
2.1179E+2	6.9202E-1
2.1312E+2	6.5206E-1
2.1444E+2	6.8594E-1
2.1576E+2	7.7775E-1
2.1709E+2	6.9005E-1
2.1841E+2	5.9638E-1
2.1974E+2	8.6826E-1
2.2106E+2	9.5357E-1
2.2238E+2	8.2162E-1
2.2371E+2	8.4713E-1
2.2503E+2	9.3946E-1
2.2635E+2	8.6455E-1
2.2768E+2	7.4568E-1
2.2900E+2	6.6722E-1
2.3032E+2	7.3760E-1
2.3165E+2	9.3295E-1
2.3297E+2	9.5433E-1
2.3430E+2	8.8201E-1
2.3562E+2	8.5261E-1
2.3694E+2	8.4200E-1
2.3827E+2	9.0154E-1
2.3959E+2	9.3994E-1
2.4091E+2	8.5099E-1
2.4224E+2	8.0971E-1
2.4356E+2	8.5160E-1
2.4489E+2	9.3656E-1
2.4621E+2	1.0000E+0
2.4753E+2	9.5237E-1
2.4886E+2	8.7750E-1
2.5018E+2	8.5779E-1
2.5150E+2	7.6120E-1
2.5283E+2	5.6958E-1
2.5415E+2	5.9444E-1
2.5548E+2	8.1626E-1
2.5680E+2	9.8410E-1
2.5812E+2	9.3356E-1
2.5945E+2	7.2049E-1
2.6077E+2	6.9234E-1
2.6209E+2	7.8346E-1
2.6342E+2	7.4734E-1
2.6474E+2	7.7169E-1
2.6606E+2	8.4005E-1
2.6739E+2	7.5897E-1
2.6871E+2	7.7924E-1
2.7004E+2	8.5483E-1
2.7136E+2	7.6115E-1
2.7268E+2	7.2670E-1
2.7401E+2	7.2906E-1
2.7533E+2	6.8469E-1
2.7665E+2	5.6910E-1
2.7798E+2	5.1336E-1
2.7930E+2	6.5324E-1
2.8063E+2	6.4593E-1
2.8195E+2	5.5027E-1
2.8327E+2	6.2851E-1
2.8460E+2	6.1985E-1
2.8592E+2	5.9288E-1
2.8724E+2	7.1433E-1
2.8857E+2	6.3924E-1
2.8989E+2	4.8811E-1
2.9122E+2	5.2803E-1
2.9254E+2	6.2556E-1
2.9386E+2	6.5217E-1
2.9519E+2	5.5697E-1
2.9651E+2	4.9711E-1
2.9783E+2	5.1779E-1
2.9916E+2	5.2386E-1
3.0048E+2	5.9918E-1
3.0180E+2	5.4061E-1
3.0313E+2	4.3260E-1
3.0445E+2	5.3052E-1
3.0578E+2	4.8621E-1
3.0710E+2	3.1752E-1
3.0842E+2	3.4818E-1
3.0975E+2	4.1893E-1
3.1107E+2	3.0628E-1
3.1239E+2	1.7550E-1
3.1372E+2	2.6549E-1
3.1504E+2	3.8002E-1
3.1637E+2	2.5810E-1
3.1769E+2	2.0439E-1
3.1901E+2	2.4074E-1
