3.2034E+2	3.2837E-1
3.2166E+2	3.6818E-1
3.2298E+2	2.7807E-1
3.2431E+2	2.5616E-1
3.2563E+2	3.3107E-1
3.2696E+2	3.5458E-1
3.2828E+2	1.9752E-1
3.2960E+2	8.4702E-2
3.3093E+2	1.1948E-1
3.3225E+2	1.7181E-1
3.3357E+2	1.8438E-1
3.3490E+2	3.0997E-1
3.3622E+2	3.9561E-1
3.3754E+2	2.8467E-1
3.3887E+2	1.1687E-1
3.4019E+2	4.7039E-2
3.4152E+2	5.6070E-2
3.4284E+2	3.4125E-2
3.4416E+2	3.5580E-2
3.4549E+2	4.8992E-2
3.4681E+2	3.1047E-2
3.4813E+2	2.5938E-2
3.4946E+2	2.6466E-2
3.5078E+2	2.2892E-2
3.5211E+2	1.9039E-2
3.5343E+2	1.1695E-2
3.5475E+2	3.0999E-2
3.5608E+2	4.6699E-2
3.5740E+2	2.4344E-2
3.5872E+2	7.7544E-3
3.6005E+2	7.8685E-3
3.6137E+2	4.4839E-3
3.6270E+2	3.1529E-3
3.6402E+2	4.5586E-3
3.6534E+2	4.1583E-3
3.6667E+2	4.0086E-3
3.6799E+2	1.0720E-2
3.6931E+2	6.6384E-3
3.7064E+2	5.3704E-4
3.7196E+2	2.8368E-3
3.7329E+2	1.7524E-4
3.7461E+2	-2.8365E-4
3.7593E+2	1.2798E-4
3.7726E+2	7.6307E-4
3.7858E+2	2.3124E-4
3.7990E+2	-2.9891E-3
3.8123E+2	-1.7879E-3
3.8255E+2	-1.3959E-3
3.8387E+2	-7.8906E-4
3.8520E+2	-2.7230E-3
3.8652E+2	-3.9437E-3
3.8785E+2	-9.6568E-4
3.8917E+2	-4.4152E-4
3.9049E+2	-2.9363E-3
3.9182E+2	-2.0076E-3
3.9314E+2	-1.3547E-3
3.9446E+2	-4.9097E-4
3.9579E+2	-5.8333E-4
3.9711E+2	-2.6466E-3
3.9844E+2	-6.5588E-4
3.9976E+2	-2.3065E-3
4.0108E+2	-3.1147E-3
4.0241E+2	-4.6464E-4
4.0373E+2	3.0441E-4
4.0505E+2	1.0361E-3
4.0638E+2	-1.0214E-3
4.0770E+2	-1.9634E-3
4.0903E+2	-2.2030E-4
4.1035E+2	-1.0900E-3
4.1167E+2	7.8084E-5
4.1300E+2	1.0433E-3
4.1432E+2	-3.8677E-4
4.1564E+2	-9.1371E-5
4.1697E+2	-1.1236E-3
4.1829E+2	-1.9904E-4
4.1961E+2	2.3535E-4
4.2094E+2	-1.7544E-4
4.2226E+2	-1.2477E-3
4.2359E+2	-2.2505E-3
4.2491E+2	1.7780E-4
4.2623E+2	-5.9200E-4
4.2756E+2	-2.2158E-3
4.2888E+2	-8.6811E-4
4.3020E+2	-6.4776E-4
4.3153E+2	-2.4695E-3
4.3285E+2	-3.3728E-3
4.3418E+2	-1.9132E-3
4.3550E+2	-2.5118E-3
4.3682E+2	-1.7372E-3
4.3815E+2	-2.3077E-3
4.3947E+2	-2.8707E-3
4.4079E+2	-1.2726E-3
4.4212E+2	-1.1976E-3
4.4344E+2	-1.6644E-3
4.4477E+2	-1.8953E-3
4.4609E+2	-1.1716E-3
4.4741E+2	-1.0396E-3
4.4874E+2	-1.8514E-3
4.5006E+2	-1.9636E-3
4.5138E+2	-3.2070E-4
4.5271E+2	-5.2213E-4
4.5403E+2	-1.7049E-3
4.5535E+2	-1.8799E-3
4.5668E+2	-1.4519E-3
4.5800E+2	-6.7650E-4
4.5933E+2	1.3922E-4
4.6065E+2	7.0802E-4
4.6197E+2	3.5453E-5
4.6330E+2	-1.0207E-3
4.6462E+2	-4.5926E-4
4.6594E+2	4.5167E-4
4.6727E+2	1.0757E-3
4.6859E+2	1.2551E-3
4.6992E+2	-2.8071E-4
4.7124E+2	-2.0908E-3
4.7256E+2	-1.1248E-3
4.7389E+2	-1.0183E-3
4.7521E+2	-1.1821E-3
4.7653E+2	-2.5089E-4
4.7786E+2	-1.1487E-3
4.7918E+2	-8.2287E-4
4.8051E+2	7.6534E-4
4.8183E+2	2.5332E-4
4.8315E+2	7.6140E-4
4.8448E+2	-3.9436E-5
4.8580E+2	-1.8945E-3
4.8712E+2	1.1394E-4
4.8845E+2	2.0083E-4
4.8977E+2	-1.7877E-4
4.9109E+2	5.0635E-4
4.9242E+2	-4.4466E-5
4.9374E+2	-1.3529E-3
4.9507E+2	-2.4155E-3
4.9639E+2	-6.8785E-4
4.9771E+2	3.9530E-4
4.9904E+2	4.5745E-4
